罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,新居浜,大生院駐在所,382051,愛媛県,新居浜市,大生院,2019-07-11,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,新居浜,大生院駐在所,382051,愛媛県,新居浜市,萩生,2019-07-30,18,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,新居浜,大生院駐在所,382051,愛媛県,新居浜市,萩生,2019-09-30,17,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,,2019-04-04,15,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,大町,2019-06-01,不明,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,神拝乙,2019-06-15,07,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,神拝乙,2019-07-26,09,一戸建住宅,20歳代,その他,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,神拝甲,2019-01-10,21,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,神拝甲,2019-05-01,18,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,神拝甲,2019-09-13,10,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,新田,2019-10-27,11,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,樋之口,2019-06-06,07,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,樋之口,2019-10-15,16,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条,三本松交番,382060,愛媛県,西条市,古川甲,2019-12-07,22,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2017-07-18,18,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-01-13,17,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-02-16,19,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-03-30,17,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-04-23,18,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-05-03,17,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-05-24,18,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-07-12,15,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-07-13,08,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-09-09,18,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-10-02,17,一戸建住宅,10歳未満,小学生,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,大町,2019-10-04,18,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条,駅前交番,382060,愛媛県,西条市,朔日市,2019-02-04,06,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,西条,玉津駐在所,382060,愛媛県,西条市,大町,2019-08-13,21,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,西条,玉津駐在所,382060,愛媛県,西条市,玉津,2019-04-27,14,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条,玉津駐在所,382060,愛媛県,西条市,ひうち,2018-01-15,00,駐車（輪）場,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,西条,飯岡駐在所,382060,愛媛県,西条市,飯岡,2019-01-20,14,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,西条,氷見駐在所,382060,愛媛県,西条市,西田甲,2019-07-19,07,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,西条,氷見駐在所,382060,愛媛県,西条市,氷見乙,2019-03-27,07,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,西条,氷見駐在所,382060,愛媛県,西条市,氷見乙,2019-06-28,07,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,西条,氷見駐在所,382060,愛媛県,西条市,古川乙,2019-03-10,07,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,上市,2019-10-26,14,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,喜多台,2019-01-18,07,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,壬生川,2019-07-25,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,三津屋,2018-12-29,14,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,三津屋,2019-01-09,06,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,三津屋,2019-04-06,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,三津屋,2019-12-07,00,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,三津屋南,2019-01-30,18,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,三津屋南,2019-04-25,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,駅前交番,382060,愛媛県,西条市,三津屋南,2019-10-24,07,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,西条西,新町駐在所,382060,愛媛県,西条市,新町,2019-08-19,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,三芳駐在所,382060,愛媛県,西条市,三芳,2018-12-20,17,一戸建住宅,60-64歳,その他,施錠せず
窃盗,自転車盗,西条西,三芳駐在所,382060,愛媛県,西条市,三芳,2019-10-09,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,小松駐在所,382060,愛媛県,西条市,,2019-12-03,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,小松駐在所,382060,愛媛県,西条市,小松町新屋敷,2019-02-05,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,小松駐在所,382060,愛媛県,西条市,小松町新屋敷,2019-02-19,08,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,小松駐在所,382060,愛媛県,西条市,小松町新屋敷,2019-03-16,07,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,小松駐在所,382060,愛媛県,西条市,小松町新屋敷,2019-05-05,10,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,西条西,小松駐在所,382060,愛媛県,西条市,小松町新屋敷,2019-08-01,11,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,西条西,小松駐在所,382060,愛媛県,西条市,小松町新屋敷,2019-09-26,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,小松駐在所,382060,愛媛県,西条市,小松町新屋敷,2019-12-13,08,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,西条西,丹原駐在所,382060,愛媛県,西条市,三津屋,2019-08-01,08,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,西条西,中川駐在所,382060,愛媛県,西条市,丹原町来見,2019-05-30,10,一戸建住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,今治,水上交番,382027,愛媛県,今治市,旭町１丁目,2019-07-07,16,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,今治,水上交番,382027,愛媛県,今治市,北宝来町１丁目,2019-02-25,07,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,今治,水上交番,382027,愛媛県,今治市,北宝来町１丁目,2019-04-13,06,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,今治,水上交番,382027,愛媛県,今治市,北宝来町１丁目,2019-10-18,00,その他,30歳代,その他,施錠せず
窃盗,自転車盗,今治,水上交番,382027,愛媛県,今治市,末広町１丁目,2019-12-15,01,道路上,70歳以上,その他,施錠せず
窃盗,自転車盗,今治,水上交番,382027,愛媛県,今治市,大正町１丁目,2019-05-17,12,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,今治,水上交番,382027,愛媛県,今治市,東鳥生町４丁目,2019-10-08,10,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,泉川町１丁目,2019-01-14,13,その他,法人・団体、被害者なし,法人・団体、被害者なし,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北日吉町１丁目,2019-08-02,16,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北日吉町２丁目,2019-06-15,09,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北日吉町２丁目,2019-11-22,17,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北日吉町３丁目,2019-05-31,00,その他の住宅（３階建て以下共同住宅等）,10歳代,中学生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,,2019-08-03,16,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町１丁目,2018-05-01,09,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町１丁目,2019-01-19,12,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町１丁目,2019-04-16,16,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町１丁目,2019-06-01,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町１丁目,2019-09-15,10,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町１丁目,2019-10-11,22,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町１丁目,2019-10-25,08,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町２丁目,2019-02-09,08,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,北宝来町２丁目,2019-12-21,09,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,中日吉町３丁目,2019-07-24,18,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,中日吉町３丁目,2019-08-04,06,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,駅前交番,382027,愛媛県,今治市,別宮町１丁目,2019-06-10,12,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,今治,旭町交番,382027,愛媛県,今治市,土橋町１丁目,2019-05-03,17,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,旭町交番,382027,愛媛県,今治市,土橋町１丁目,2019-09-05,07,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,今治,旭町交番,382027,愛媛県,今治市,東鳥生町４丁目,2019-04-30,16,その他,50歳代,その他,施錠せず
窃盗,自転車盗,今治,旭町交番,382027,愛媛県,今治市,南高下町３丁目,2019-01-05,20,その他,30歳代,その他,施錠せず
窃盗,自転車盗,今治,旭町交番,382027,愛媛県,今治市,南鳥生町３丁目,2019-09-09,22,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,今治,旭町交番,382027,愛媛県,今治市,南鳥生町４丁目,2019-06-07,07,一戸建住宅,40歳代,その他,施錠せず
窃盗,自転車盗,今治,近見駐在所,382027,愛媛県,今治市,石井町１丁目,2019-04-15,03,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,今治,近見駐在所,382027,愛媛県,今治市,石井町２丁目,2019-06-23,21,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,近見駐在所,382027,愛媛県,今治市,北高下町２丁目,2019-03-22,09,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,今治,波止浜駐在所,382027,愛媛県,今治市,高部,2019-01-01,08,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,今治,波止浜駐在所,382027,愛媛県,今治市,高部,2019-01-18,16,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,今治,波止浜駐在所,382027,愛媛県,今治市,高部,2019-02-11,12,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,波止浜駐在所,382027,愛媛県,今治市,高部,2019-07-01,07,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,今治,波止浜駐在所,382027,愛媛県,今治市,中堀４丁目,2019-06-23,13,その他の住宅（３階建て以下共同住宅等）,50歳代,その他,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,上徳,2019-01-04,08,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,上徳,2019-02-15,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,上徳,2019-02-16,08,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,上徳,2019-04-13,07,一戸建住宅,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,上徳,2019-06-14,06,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,上徳,2019-07-06,07,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,上徳,2019-11-02,19,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,上徳,2019-12-09,07,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,北宝来町１丁目,2019-07-21,08,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,喜田村２丁目,2019-08-26,15,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,喜田村３丁目,2019-01-05,12,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,松木,2019-06-24,20,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,今治,富田駐在所,382027,愛媛県,今治市,松木,2019-10-28,07,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,今治,桜井駐在所,382027,愛媛県,今治市,郷桜井２丁目,2019-01-09,12,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,今治,桜井駐在所,382027,愛媛県,今治市,郷桜井２丁目,2019-01-15,17,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,大西駐在所,382027,愛媛県,今治市,大西町新町,2019-08-08,07,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,今治,大西駐在所,382027,愛媛県,今治市,大西町新町,2019-10-15,07,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,今治,菊間駐在所,382027,愛媛県,今治市,中日吉町２丁目,2019-06-01,18,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,菊間駐在所,382027,愛媛県,今治市,菊間町浜,2019-12-10,07,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,今治,唐子台駐在所,382027,愛媛県,今治市,東村南１丁目,2019-12-09,18,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伯方,弓削駐在所,383562,愛媛県,上島町,弓削下弓削,2019-03-15,08,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,伯方,弓削駐在所,383562,愛媛県,上島町,弓削日比,2019-10-18,13,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,伯方,生名駐在所,383562,愛媛県,上島町,生名,2019-06-22,12,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,伯方,生名駐在所,383562,愛媛県,上島町,生名,2019-12-12,06,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,伯方,宗方駐在所,382027,愛媛県,今治市,上浦町盛,2019-04-06,08,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,,382019,愛媛県,松山市,湊町５丁目,2019-10-05,13,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,,2019-08-06,16,４階建て以上共同住宅,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町１丁目,2018-12-25,18,道路上,50歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町１丁目,2019-09-05,18,道路上,60-64歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町１丁目,2019-11-13,18,道路上,70歳以上,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町１丁目,2019-11-27,19,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町２丁目,2019-04-01,19,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町２丁目,2019-04-26,20,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町２丁目,2019-10-30,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町２丁目,2019-11-01,23,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町３丁目,2019-07-28,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,一番町４丁目,2019-02-08,19,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2018-12-30,19,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-01-12,21,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-02-06,02,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-02-09,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-04-03,22,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-04-12,23,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-05-20,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-06-23,00,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-06-30,21,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-05,13,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-05,19,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-27,19,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-27,22,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-07-31,01,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-08-18,21,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-08-29,22,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-09-08,00,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-11-15,18,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-12-04,21,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-12-06,22,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道２丁目,2019-12-24,04,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道３丁目,2019-10-23,20,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道３丁目,2019-12-03,22,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,大街道３丁目,2019-12-06,17,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,歩行町２丁目,2019-03-15,09,４階建て以上共同住宅,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,勝山町１丁目,2019-06-22,19,一戸建住宅,70歳以上,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,勝山町２丁目,2019-01-25,22,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,勝山町２丁目,2019-02-15,不明,道路上,40歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,勝山町２丁目,2019-03-20,18,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,喜与町１丁目,2019-04-09,21,４階建て以上共同住宅,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,喜与町１丁目,2019-07-22,21,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,喜与町１丁目,2019-12-17,02,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,東雲町,2019-02-28,23,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,中一万町,2019-08-15,07,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,西一万町,2019-03-01,01,４階建て以上共同住宅,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,西一万町,2019-05-15,00,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,西一万町,2019-06-03,18,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町１丁目,2019-02-21,20,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町１丁目,2019-03-23,21,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町１丁目,2019-06-01,03,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町１丁目,2019-08-09,22,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-01-08,19,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-07-05,20,道路上,30歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-07-09,08,道路上,60-64歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-09-05,03,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-09-05,08,道路上,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-10-04,19,道路上,65-69歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-12-08,01,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-12-15,05,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町２丁目,2019-12-21,01,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-04-30,17,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-07-11,21,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-07-19,12,道路上,10歳代,高校生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-08-10,15,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-09-07,23,道路上,20歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町３丁目,2019-11-08,21,道路上,10歳代,大学生,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,二番町４丁目,2019-05-22,08,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,松山東,一番町交番,382019,愛媛県,松山市,平和通１丁目,2019-03-07,01,その他,40歳代,その他,施錠せず
